지하철역명,lad,long
종각,37.57010684982412,126.98397877663305
동묘앞,37.57329704981851,127.01744971746365
종각,37.57049982033886,126.98268850812248
종로3가,37.572491218588375,126.99183426224357
종로3가,37.570957143976855,126.99193946010993
종각,37.570384160886874,126.98404302021133
동묘앞,37.57329756951232,127.0158608830301
동묘앞,37.57169713324989,127.01587272865775
종로3가,37.572669886627445,126.99185052385326
종로3가,37.57254045459208,126.99189784557106
종로3가,37.572655707708435,126.99104038125857
종로3가,37.572526275551105,126.9910817909188
종로3가,37.57106843929747,126.99215227845464
종로3가,37.5705742122576,126.99186553544038
종로3가,37.570593070671535,126.99233564056405
동묘앞,37.573234568417995,127.01550585346979
동묘앞,37.57330084304634,127.01619593666405
동묘앞,37.57300793512578,127.01602335654462
창신,37.579924238231975,127.01546995294608
동묘앞,37.5727631714696,127.01520097725069
동대문,37.57213417569109,127.01219046837087
혜화,37.58169863717817,127.00225226116126
혜화,37.58144803112957,127.00175612966481
동대문,37.57079391329676,127.00904036229613
안국,37.57622646659184,126.98515892357797
창신,37.57992200287952,127.01505874969273
경복궁(정부서울청사),37.575965675947124,126.97413365201709
창신,37.57951303710329,127.01551499790813
종로3가,37.57245082068118,126.98885283301232
종로5가,37.57103575444844,127.00008065138539
동대문,37.571417966123946,127.01049296509703
종로3가,37.5702646951508,126.99261106132509
종로5가,37.57083444225304,127.00062457346921
종각,37.57005319781874,126.98432527401249
신설동,37.57595176742774,127.02297735704515
서울역,37.556304621483,126.97313018202503
서대문,37.565741763891026,126.96738096168892
동대문역사문화공원,37.565868382504576,127.00909956240862
회현(남대문시장),37.559327491083465,126.98011563509996
을지로입구,37.56633905557097,126.98219381052644
창신,37.56581271418878,127.02034478540615
청구,37.56004268453945,127.01392137942608
을지로입구,37.56589977941918,126.98301904149079
서울역,37.55639582421923,126.971681330885
시청,37.56295826303254,126.97409673305458
을지로3가,37.56605043884511,126.98957259416945
신당,37.56544815210417,127.01587652552925
창신,37.56699628150857,127.01632392391457
서울역,37.55495174775363,126.97163300940909
서울역,37.55632725997717,126.97206655819348
을지로4가,37.566489380284985,126.99753408814574
을지로3가,37.5662454336922,126.992410813742
동대문역사문화공원,37.56483815939277,127.00412931028019
회현(남대문시장),37.55954535514301,126.97971653241723
회현(남대문시장),37.55783997537399,126.97738849159818
시청,37.566138192623036,126.97740035863328
시청,37.562926722486175,126.97417282661517
충정로(경기대입구),37.559031229178295,126.96387828677103
동대입구,37.55885563564389,127.0053515758039
명동,37.56079985130835,126.98592292236093
서울역,37.55421646121922,126.97369434473515
서대문,37.565890019971285,126.96727022454114
서울역,37.5550080901334,126.97279432094167
명동,37.56103327158506,126.98583950872523
서울역,37.557295350602715,126.97312061611817
버티고개,37.548193242270244,127.00738870965667
시청,37.56525654858083,126.97691894270312
을지로4가,37.56642506392234,126.99846068207474
약수,37.55486270741788,127.01091782508675
충무로,37.56134894018797,126.99338924584126
청구,37.56045598790137,127.01375386694187
용산,37.528946146579784,126.96504759441984
서울역,37.55270122392351,126.97276551031285
한강진,37.54028507253922,127.00197865237232
이촌(국립중앙박물관),37.522265563657335,126.97549021831182
삼각지,37.535503546420955,126.97342555049333
삼각지,37.53463335217203,126.9727762304396
숙대입구(갈월),37.545264225612115,126.97176135641871
삼각지,37.535545893811324,126.97334080869149
이촌(국립중앙박물관),37.522832611531676,126.97369133216311
이태원,37.53460961173082,126.9940830495346
삼각지,37.53324390799929,126.97208802724165
이촌(국립중앙박물관),37.52180463510742,126.9752011226129
서빙고,37.51911262124247,126.98971079842092
효창공원앞,37.53867222482999,126.96287530604673
신용산,37.52933376757614,126.96774445722293
신용산,37.52985984617091,126.9688092927299
녹사평(용산구청),37.53489214268974,126.98664574454246
서빙고,37.51987899372346,126.98936174043484
삼각지,37.53544427746918,126.97487218084466
삼각지,37.53437479773196,126.97318218772446
이촌(국립중앙박물관),37.52285554959407,126.97340416810727
용산,37.53157856390181,126.96353664755738
왕십리(성동구청),37.56147148422309,127.03695584542831
금호,37.548144652057665,127.0160389167777
금호,37.54797997587809,127.01569073924914
뚝섬,37.547146365199325,127.04815024628043
신금호,37.5548075411513,127.0201658559206
상왕십리,37.56421057561129,127.0293482095607
한양대,37.555770185758924,127.04326353089189
장한평,37.56129215804974,127.0643732470105
서울숲,37.543103299428324,127.04475804636816
행당,37.557138333540436,127.0292600230087
장한평,37.561511880458575,127.0643303135185
옥수,37.540726034623376,127.01851564940316
답십리,37.56674286034835,127.05252026699624
뚝섬,37.5468947433286,127.04799145447848
옥수,37.54170356231242,127.01715562572993
성수,37.544948554327775,127.0553622228127
왕십리(성동구청),37.5614701928014,127.03701719325792
서울숲,37.54328279025688,127.04442674874248
성수,37.54467031883598,127.05529847239829
왕십리(성동구청),37.56093672921526,127.03776150616628
상왕십리,37.56438953350768,127.02982552093174
군자(능동),37.55685442945729,127.07911307778254
건대입구,37.54035768416119,127.0688467983475
뚝섬유원지,37.53183612794797,127.06716072599079
건대입구,37.54087317738907,127.07137678955013
중곡,37.566106449121094,127.08472991711405
광나루(장신대),37.54479668536021,127.10443759020698
건대입구,37.54074646735645,127.0687010913587
어린이대공원(세종대),37.54774391481803,127.07432220240622
어린이대공원(세종대),37.548626407905175,127.07525337918831
구의(광진구청),37.537359662532594,127.08651759531142
아차산(어린이대공원후문),37.55180047085091,127.08944554425713
광나루(장신대),37.54552634087132,127.10359675377524
군자(능동),37.55701451872661,127.08042437712298
신설동,37.57600320501859,127.02503172066444
용두(동대문구청),37.57369703266102,127.03827615974207
회기,37.58960608873551,127.05816854361002
청량리(서울시립대입구),37.5795713810368,127.04385784866335
신이문,37.6026132044601,127.06824612821525
용두(동대문구청),37.574383574687324,127.03832539175129
신설동,37.574068011755806,127.02615819789544
신설동,37.576031003483806,127.02339275520583
신이문,37.60300444528811,127.06754160672257
장한평,37.56175608746401,127.06437092436406
신이문,37.60292301740938,127.06786513132201
회기,37.58987705017922,127.05768647925842
답십리,37.5666277839359,127.05303295998266
답십리,37.56744967362509,127.05234352726829
신설동,37.57549768720393,127.0238411466907
제기동,37.57837228457723,127.03376046869968
신설동,37.57636252789299,127.02491682466227
청량리(서울시립대입구),37.58021377150021,127.04677520228029
고려대(종암),37.59008389567485,127.0365943725265
양원,37.606450385740956,127.10800565079504
상봉(시외버스터미널),37.59673375847556,127.08604075619154
중화,37.60230158736344,127.07917976297286
면목,37.58847546853265,127.0873440951114
봉화산(서울의료원),37.617083566782085,127.09242515713647
사가정,37.580575730241755,127.0882701339492
양원,37.60676438453807,127.10787981166136
상봉(시외버스터미널),37.5956765983117,127.08585546539616
상봉(시외버스터미널),37.59737487941775,127.08557842385812
먹골,37.61098277468011,127.07789443323499
봉화산(서울의료원),37.617384914960255,127.09066701474086
망우,37.60028425587446,127.09182267625364
용마산,37.57422778065785,127.08678440035503
망우,37.59929486664384,127.09238151232218
신내,37.61243665370193,127.10343157446073
신내,37.613265075935374,127.10345285961296
신내,37.61343898487073,127.10347323836092
북한산보국문,37.612162675354064,127.00807236360872
한성대입구(삼선교),37.58818994042889,127.00605969945516
정릉,37.602882787368486,127.01322751029399
석계,37.614779715135974,127.06689072528204
보문,37.58510930994358,127.01931231375174
상월곡(한국과학기술연구원),37.6058716207125,127.04781012738063
안암(고대병원앞),37.58645190525066,127.02870932118485
한성대입구(삼선교),37.58857278591804,127.00568283753998
정릉,37.602825532641006,127.0135956826006
월곡(동덕여대),37.602205200978524,127.04158382144861
성신여대입구(돈암),37.592549177509106,127.01678605286669
길음,37.60370237903014,127.02536918919985
성신여대입구(돈암),37.592414721531746,127.01631450773534
돌곶이,37.61103252710182,127.05700903613837
북한산보국문,37.61230912576721,127.0082795083608
고려대(종암),37.589903701881,127.03599628981162
길음,37.603333534396576,127.02486697119333
4.19민주묘지,37.649430188745555,127.01386997325214
수유(강북구청),37.63823406870083,127.02611923318311
화계,37.6339721929763,127.01736145172492
가오리,37.641371011642164,127.01664386329925
화계,37.634016193421786,127.01764075937778
솔샘,37.620155828058614,127.01281945440402
미아(서울사이버대학),37.627317380924964,127.02595225589324
솔밭공원,37.656106730053516,127.01311048235165
북한산우이,37.663432345471676,127.01262897821117
4.19민주묘지,37.64956063370756,127.01349909142235
4.19민주묘지,37.649751316222805,127.01372098982337
미아사거리,37.613935490286146,127.03029667593717
북한산우이,37.66265232143113,127.01266263901586
삼양사거리,37.62127755207087,127.02063512227141
삼양,37.626733376417,127.01809437029789
삼양,37.62669792331046,127.0183716186954
가오리,37.641689908375966,127.01687630218608
미아사거리,37.61405950301784,127.0301964279607
미아(서울사이버대학),37.62743496367359,127.02598928827703
솔샘,37.62012481794046,127.0137190026018
솔샘,37.620332143953675,127.01362267500797
도봉산,37.68873718653466,127.04599012083195
방학,37.66635285924368,127.04430475889671
창동,37.652965136831206,127.04662624555345
솔밭공원,37.65581051397255,127.01346572680153
도봉,37.678377701297464,127.04529148142653
도봉,37.679143735911055,127.04565147359
창동,37.65347202122307,127.04879134229733
녹천,37.645916928972255,127.05069094986074
도봉산,37.69040190146671,127.04638712197654
녹천,37.645698339573244,127.0508567532947
방학,37.668910302072256,127.04404884436808
쌍문,37.648604930017555,127.03491226633054
녹천,37.64573832305621,127.05100787970787
창동,37.65339581008838,127.04870732948308
방학,37.668689965890586,127.04434213524513
방학,37.66866716466534,127.04411900194081
도봉,37.6798271688126,127.04552792145518
도봉산,37.68875863552011,127.04633579109901
방학,37.66636420680845,127.0445566672402
녹천,37.64596926006296,127.05095481015778
태릉입구,37.61723406629772,127.07494496972895
중계,37.64526350825483,127.06350792526482
중계,37.64553662684671,127.06441778107049
녹천,37.64333089086606,127.05184568575471
수락산,37.67797791463413,127.05518588266852
수락산,37.67797088971149,127.05552563766364
수락산,37.67898026438009,127.05520102194966
석계,37.61479288225255,127.06495587823831
하계,37.63752301024277,127.06772920565412
중계,37.645770179456676,127.06356801546058
석계,37.615019145740426,127.06549693122311
수락산,37.67886910081437,127.05558607152649
마들,37.66426569991782,127.05771192466472
마들,37.66446041310993,127.05813592263188
마들,37.66568300826285,127.05781110398023
노원,37.65483555899676,127.06071320176618
노원,37.65644233924894,127.06323280237103
노원,37.65608880453136,127.06302935894196
노원,37.65609169935713,127.06282271528931
노원,37.656289440954396,127.06275633467037
중계,37.64496163317292,127.06392077344802
하계,37.637281576687485,127.06790770066434
하계,37.63693568888678,127.06754180931395
공릉(서울과학기술대),37.62557469923346,127.07329283381253
태릉입구,37.61820019899475,127.07522092325799
화랑대(서울여대입구),37.62009082988851,127.08409563076016
태릉입구,37.61835324108867,127.07522311614989
수락산,37.67897323805541,127.05554366087564
화랑대(서울여대입구),37.620028775545926,127.08387399544289
노원,37.65512772903856,127.06057673060545
석계,37.61497482217577,127.06544038263668
광운대,37.622928786219454,127.0617854381453
월계,37.63195944024424,127.05872948619533
월계,37.634063454381206,127.0590201731977
월계,37.63171331141819,127.05871905058927
월계,37.634480222596935,127.05849677148956
역촌,37.60588462747197,126.923048451063
독바위,37.61845276897667,126.93296148008154
새절(신사),37.59151721910183,126.91391731295879
구산,37.611632093566115,126.91706864190141
응암,37.59896321504193,126.91592500447203
구파발,37.63702699636522,126.91899211696432
디지털미디어시티,37.57741803156539,126.90231487031684
디지털미디어시티,37.5773468201649,126.9024010825811
,37.64679280016055,126.90742085645785
,37.64880567203647,126.9052284101018
,37.64862978413113,126.90609401342151
불광,37.61117376260042,126.92958881062188
녹번,37.60123831742696,126.93584224201496
,37.64650257977862,126.90795447056385
,37.64605966866983,126.90804288515764
,37.6465956794386,126.90799515800286
녹번,37.60060061273248,126.93568861541915
연신내,37.61916046901461,126.92086949978284
홍제,37.58878306597357,126.94393620273021
가좌,37.56894262273896,126.91494252585488
독립문,37.574042435212895,126.95815870261268
증산(명지대앞),37.58352926196434,126.90949508586425
무악재,37.582514506179834,126.95045380750116
홍제,37.589201157603185,126.94390285629028
"신촌(경의중앙, 2호선)",37.56012818783715,126.94264306629964
"신촌(경의중앙, 2호선)",37.555411447182394,126.93744447645939
충정로(경기대입구),37.56072086986982,126.96296789790861
서대문,37.5659356710314,126.96619182964959
아현,37.55757398417523,126.95586323442137
"신촌(경의중앙, 2호선)",37.55952153804401,126.9426661552799
마포,37.54004574526284,126.94610459354729
디지털미디어시티,37.57736414145408,126.89757058169681
디지털미디어시티,37.57699696063804,126.8988447256151
월드컵경기장(성산),37.569833078341844,126.8988343906049
마포구청,37.56450385520397,126.9021814894106
디지털미디어시티,37.575564495255925,126.90022318629775
합정,37.54951918342327,126.91430336776767
합정,37.5489925872559,126.91398300105878
상수,37.54765868265542,126.92268955643571
상수,37.54786083970971,126.92269413816959
공덕,37.54439187191186,126.95108366628236
마포,37.53983774765563,126.94580268858442
월드컵경기장(성산),37.57010200754074,126.899029493156
대흥,37.54784118843646,126.94230109861657
마포구청,37.5627018526103,126.90335518172229
마포구청,37.56406657464101,126.90253397769492
디지털미디어시티,37.57547519218645,126.90033262948593
아현,37.557137858853544,126.95628419356812
홍대입구,37.55730168137856,126.92717239496525
홍대입구,37.55669465724558,126.92385831358125
가좌,37.56836564141051,126.9148520085392
홍대입구,37.556915907782646,126.9241862213677
홍대입구,37.5560264195262,126.92298936213697
상수,37.54765436698118,126.92325187272023
애오개,37.553348139136745,126.95685235126594
애오개,37.55347487091177,126.95645091197652
공덕,37.54291400608003,126.9517267571675
망원,37.55585910263315,126.91008718789283
서강대,37.55273606833493,126.93467758474341
공덕,37.544376300510365,126.95157265493984
마포구청,37.56424893176043,126.90294368193929
이대,37.55654771193129,126.94574117548295
가좌,37.56865500953606,126.91414488126559
서강대,37.552187760365264,126.93507168819465
마포,37.539595375651786,126.94547263896303
가좌,37.56854705179686,126.91462707341849
광흥창(서강),37.54772792950233,126.93121362562049
디지털미디어시티,37.577560088597856,126.8972528803836
"신촌(경의중앙, 2호선)",37.55496617628845,126.93735518197812
신목동,37.54403863814483,126.88297970711699
목동,37.525863779120336,126.86490383032003
신목동,37.544294603042864,126.88262578368986
등촌,37.550980134179746,126.86452524416731
오목교(목동운동장앞),37.525946973666095,126.87436078557165
염창,37.54674635828408,126.8744389000619
양천구청,37.51253877916507,126.86600720876027
신정네거리,37.52023308228248,126.85268543265587
염창,37.546785926551,126.87443575969375
오목교(목동운동장앞),37.52431740935767,126.87541610324122
방화,37.57709451960146,126.8130259710605
개화,37.57853611422455,126.7980002435432
공항시장,37.563964032244975,126.81078872436966
발산,37.55822942112063,126.83788344497093
마곡나루,37.56699110225814,126.82716820111138
까치산,37.53178100495218,126.84655294257189
개화산,37.5721192384128,126.80632824857562
마곡나루,37.56490929157465,126.82732698344488
우장산,37.54882403924785,126.8365222103371
송정,37.56109341642888,126.81171880006957
화곡,37.54194609878696,126.84057815452091
김포공항,37.56281497579276,126.80164133128619
마곡나루,37.565306881115454,126.82729929530329
양천향교,37.56782576382412,126.8409958183633
증미,37.55795543203569,126.86124228864674
공항시장,37.567996692837944,126.84135073096647
마곡나루,37.5653235853423,126.82796409572867
발산,37.55818078607875,126.8379390465266
양천향교,37.5684356154641,126.841565432492
김포공항,37.56171396736141,126.80390315558358
김포공항,37.5615344832286,126.80216430345227
발산,37.55869947333971,126.83879638988346
신방화,37.56771357580407,126.81687376272241
송정,37.56145957035835,126.81171212898987
마곡나루,37.56665345973517,126.8271492005958
가양,37.56109339343416,126.85467452734318
가양,37.56102503009466,126.85560388088643
마곡,37.55959772466841,126.82526277001223
염창,37.54713772139846,126.87430989303354
까치산,37.53189005544526,126.8468185360649
마곡,37.56021130610568,126.82571836173986
마곡,37.55978844330742,126.82762819176509
신방화,37.56744390466709,126.81637847498365
천왕,37.48660090996876,126.83859672097852
천왕,37.48682345199029,126.83900118980193
온수(성공회대입구),37.492678354159196,126.82397684184369
대림(구로구청),37.49388446526298,126.89422997438946
온수(성공회대입구),37.49238101377357,126.82438420855027
오류동,37.49471796417073,126.84422326729639
오류동,37.49389904946013,126.84451793663544
온수(성공회대입구),37.4924826114421,126.82345338276
남구로,37.4874858425667,126.88866248690282
개봉,37.494309672092356,126.85904415628427
온수(성공회대입구),37.492311856458706,126.82413480343135
신도림,37.50783849907626,126.89151347886573
남구로,37.48490666845506,126.88596573303785
오류동,37.49465031886324,126.8442318701739
구로디지털단지,37.484998640007284,126.90224793337053
신도림,37.508667037935425,126.89160420963331
온수(성공회대입구),37.492238367025415,126.82387616745623
온수(성공회대입구),37.492030733573095,126.82429599147147
구로디지털단지,37.485116390359394,126.90074290155489
개봉,37.49473224041243,126.85918574154877
남구로,37.484764429830655,126.88605364125672
온수(성공회대입구),37.49212007972055,126.82415341470724
온수(성공회대입구),37.492657774729715,126.82398320230304
구로,37.50197737213022,126.8818002822846
구로,37.502875868772485,126.88092082080838
신도림,37.5091604107153,126.89056927884062
독산,37.4660011104641,126.88932471720747
가산디지털단지,37.481438744935524,126.88234510267432
가산디지털단지,37.480400334938516,126.88179679561445
금천구청,37.46648037757649,126.88892959609063
가산디지털단지,37.48155139076436,126.88285466494341
금천구청,37.45576442634994,126.89399852501602
금천구청,37.466046764913536,126.88968009467955
여의나루,37.526661358992385,126.93268675142608
여의도,37.5216215809446,126.92370972949809
샛강,37.51752058786568,126.92873954797956
샛강,37.517194299998465,126.92902245280838
당산,37.534175000227975,126.90161850358115
영등포,37.516108424870175,126.90687722062857
당산,37.533541350847685,126.90198986632969
영등포시장,37.522751329407896,126.90536292581659
신풍,37.500220279997414,126.9094519655718
신풍,37.50022604847902,126.90878628409236
영등포구청,37.52571822723635,126.89652807009404
선유도,37.5380952457359,126.89376804733442
선유도,37.53786168562338,126.89362468233111
선유도,37.53766714962802,126.89361346300068
당산,37.53351840231474,126.90187513076035
대림(구로구청),37.492745267964246,126.89564140243351
당산,37.534197360069086,126.90168909316604
신풍,37.50021752354239,126.90960495233836
당산,37.53532817333363,126.9032801537038
국회의사당,37.52883954653318,126.91640577325325
영등포,37.51607654604098,126.90673766933052
영등포,37.51492146932141,126.90767844077995
영등포구청,37.52451406837861,126.8960828741505
대림(구로구청),37.49340745288394,126.8973965210656
보라매,37.5000847411346,126.92002830294443
흑석(중앙대입구),37.508725943528255,126.96351962788466
노량진,37.5146728845032,126.94117885983667
노들,37.51213036434782,126.95423549858963
흑석(중앙대입구),37.50891304989041,126.9639092442565
이수,37.48485018324627,126.98092059295598
사당,37.47803478163192,126.98147028334147
신대방삼거리,37.49960253231366,126.9280217937874
상도,37.50315902197367,126.94817010008148
숭실대입구(살피재),37.495995707189685,126.95416941763811
이수,37.485346870607714,126.98135850105734
숭실대입구(살피재),37.49582198536885,126.95379404109858
이수,37.4847424939603,126.98094719455048
노량진,37.51334030546486,126.93990142637718
노들,37.512896752769116,126.9524738006009
사당,37.514016943227226,126.94295776977073
노들,37.51239446858795,126.95226603221062
동작(현충원),37.503581106154044,126.97652720136827
남성,37.48473947477951,126.97145089485716
총신대입구(이수),37.48802792998867,126.98202481192345
동작(현충원),37.50321256138417,126.9760906816393
장승배기,37.50457094121145,126.9388548744508
